"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","3/65","362/9382",0.00828729281767956,1.19617509562261,0.317934815517438,0.461217043735803,1,1,"2261/2065/2064",3
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","2/65","226/9382",0.00884955752212389,1.27733151803948,0.352487527971929,0.466819361971377,1,1,"1906/84152",2
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","2/65","227/9382",0.00881057268722467,1.2717045069468,0.346117688957914,0.469121450289367,1,1,"125965/1351",2
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","3/65","368/9382",0.00815217391304348,1.17667224080268,0.288786341186122,0.472084169660715,1,1,"125965/400916/1351",3
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","1/65","93/9382",0.010752688172043,1.5520264681555,0.44684828232337,0.477830756074336,1,1,"2064",1
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/65","93/9382",0.010752688172043,1.5520264681555,0.44684828232337,0.477830756074336,1,1,"255189",1
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","1/65","93/9382",0.010752688172043,1.5520264681555,0.44684828232337,0.477830756074336,1,1,"1870",1
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","2/65","232/9382",0.00862068965517241,1.24429708222812,0.314698681947576,0.480545378604021,1,1,"2261/10298",2
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","1/65","97/9382",0.0103092783505155,1.48802537668517,0.403534357405204,0.492295939993293,1,1,"51655",1
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","1/65","98/9382",0.0102040816326531,1.47284144427002,0.39301054723586,0.49585014181348,1,1,"113026",1
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagosome formation","1/65","98/9382",0.0102040816326531,1.47284144427002,0.39301054723586,0.49585014181348,1,1,"255189",1
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","1/65","99/9382",0.0101010101010101,1.45796425796426,0.382602853952737,0.499379842457828,1,1,"255189",1
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","1/65","99/9382",0.0101010101010101,1.45796425796426,0.382602853952737,0.499379842457828,1,1,"1906",1
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","1/65","101/9382",0.0099009900990099,1.42909367859863,0.362125089604443,0.506366404226962,1,1,"1906",1
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","1/65","104/9382",0.00961538461538462,1.38786982248521,0.332214570043445,0.516666609109198,1,1,"255189",1
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","1/65","115/9382",0.00869565217391304,1.25511705685619,0.229912208526455,0.552655240052027,1,1,"255189",1
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/65","116/9382",0.00862068965517241,1.24429708222812,0.22112829902517,0.555792977118674,1,1,"2875",1
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","1/65","116/9382",0.00862068965517241,1.24429708222812,0.22112829902517,0.555792977118674,1,1,"255189",1
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","2/65","268/9382",0.00746268656716418,1.07715269804822,0.107030413060772,0.558282512183579,1,1,"125965/1351",2
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","1/65","119/9382",0.00840336134453781,1.21292824822237,0.195242395872683,0.565076743231953,1,1,"1906",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","2/65","275/9382",0.00727272727272727,1.04973426573427,0.0699161632397843,0.572433918410845,1,1,"125965/1351",2
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/65","122/9382",0.00819672131147541,1.18310214375788,0.170024321177967,0.574169405484725,1,1,"3172",1
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","1/65","122/9382",0.00819672131147541,1.18310214375788,0.170024321177967,0.574169405484725,1,1,"10298",1
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","1/65","122/9382",0.00819672131147541,1.18310214375788,0.170024321177967,0.574169405484725,1,1,"113026",1
"Organismal Systems","Immune system","hsa04611","Platelet activation","1/65","126/9382",0.00793650793650794,1.14554334554335,0.137375457509117,0.586002366439046,1,1,"255189",1
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","1/65","128/9382",0.0078125,1.12764423076923,0.121446394571315,0.591796835530051,1,1,"203",1
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","1/65","130/9382",0.00769230769230769,1.11029585798817,0.105768480710985,0.597511433520409,1,1,"1906",1
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","1/65","133/9382",0.0075187969924812,1.08525159051475,0.0827035438655183,0.605935939426129,1,1,"84152",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","2/65","299/9382",0.00668896321070234,0.965474659120144,-0.0506759747206642,0.61849245195801,1,1,"219699/10298",2
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","1/65","142/9382",0.00704225352112676,1.01646803900325,0.016515558782209,0.630181427967179,1,1,"23327",1
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","1/65","142/9382",0.00704225352112676,1.01646803900325,0.016515558782209,0.630181427967179,1,1,"1906",1
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","2/65","308/9382",0.00649350649350649,0.937262737262737,-0.0935071317513646,0.634778550447526,1,1,"125965/1351",2
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","1/65","149/9382",0.00671140939597315,0.968714506969541,-0.0321519944658537,0.64801801726203,1,1,"255189",1
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","1/65","149/9382",0.00671140939597315,0.968714506969541,-0.0321519944658537,0.64801801726203,1,1,"11343",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","1/65","154/9382",0.00649350649350649,0.937262737262737,-0.0655654931819983,0.660237109500233,1,1,"2064",1
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","1/65","154/9382",0.00649350649350649,0.937262737262737,-0.0655654931819983,0.660237109500233,1,1,"255189",1
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","1/65","157/9382",0.00636942675159236,0.919353258206761,-0.0851131499310256,0.667367068600921,1,1,"1850",1
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","1/65","157/9382",0.00636942675159236,0.919353258206761,-0.0851131499310256,0.667367068600921,1,1,"1870",1
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","1/65","157/9382",0.00636942675159236,0.919353258206761,-0.0851131499310256,0.667367068600921,1,1,"286204",1
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","1/65","158/9382",0.00632911392405063,0.913534566699124,-0.091549213383423,0.669710823673109,1,1,"1870",1
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","1/65","163/9382",0.00613496932515337,0.885512033978292,-0.123155817983187,0.68118788007999,1,1,"1870",1
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","1/65","168/9382",0.00595238095238095,0.859157509157509,-0.153853518469738,0.692272050810211,1,1,"255189",1
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","1/65","169/9382",0.00591715976331361,0.854073736913974,-0.159889327690873,0.694442912183918,1,1,"58476",1
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/65","170/9382",0.00588235294117647,0.849049773755656,-0.165891625595788,0.696598693222455,1,1,"1870",1
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","1/65","181/9382",0.00552486187845304,0.797450063748406,-0.229824900875789,0.719345988076395,1,1,"7421",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","2/65","371/9382",0.00539083557951483,0.778104913953971,-0.364243108159005,0.734104899169238,1,1,"1906/7433",2
"Human Diseases","Substance dependence","hsa05034","Alcoholism","1/65","191/9382",0.00523560209424084,0.75569875151027,-0.284907699200158,0.738563190758447,1,1,"84152",1
"Cellular Processes","Cell motility","hsa04814","Motor proteins","1/65","194/9382",0.00515463917525773,0.744012688342585,-0.300920662817275,0.744071400806342,1,1,"4642",1
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","1/65","196/9382",0.00510204081632653,0.736420722135008,-0.311472190746918,0.747679893394963,1,1,"1870",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling","1/65","199/9382",0.0050251256281407,0.725318902203324,-0.327119338291772,0.752998897099583,1,1,"6536",1
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","2/65","388/9382",0.00515463917525773,0.744012688342585,-0.430131312443507,0.756723259998027,1,1,"125965/1351",2
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","1/65","205/9382",0.0048780487804878,0.704090056285178,-0.357790926377318,0.763307850005507,1,1,"1870",1
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","1/65","212/9382",0.00471698113207547,0.680841799709724,-0.392583885154149,0.774800398587996,1,1,"2261",1
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","1/65","214/9382",0.00467289719626168,0.674478792235802,-0.402338943443064,0.777981835285678,1,1,"10298",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling","1/65","219/9382",0.0045662100456621,0.659079733052336,-0.42638236340959,0.785743100873336,1,1,"7433",1
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","1/65","224/9382",0.00446428571428571,0.644368131868132,-0.449953422183135,0.793237079671322,1,1,"1870",1
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","1/65","227/9382",0.00440528634361234,0.635852253473399,-0.46387885826163,0.797608953475662,1,1,"1870",1
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","1/65","233/9382",0.00429184549356223,0.619478375701552,-0.491262582794325,0.806081424027141,1,1,"3728",1
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome biogenesis","1/65","250/9382",0.004,0.577353846153846,-0.565727346759839,0.828235808834,1,1,"5476",1
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","1/65","253/9382",0.00395256916996047,0.570507753116449,-0.578425171526729,0.831877923888572,1,1,"113026",1
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","2/65","480/9382",0.00416666666666667,0.601410256410256,-0.748766044673076,0.852635578675438,1,1,"125965/1351",2
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","1/65","333/9382",0.003003003003003,0.433448833448833,-0.879233363089336,0.905316228856832,1,1,"388585",1
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","0/65","30/9382",0,0,-0.458196298906028,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","0/65","31/9382",0,0,-0.465795208732398,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","0/65","37/9382",0,0,-0.509042927355161,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","0/65","35/9382",0,0,-0.495040920298251,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","0/65","32/9382",0,0,-0.47327371204548,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","0/65","31/9382",0,0,-0.465795208732398,1,1,1,"",0
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","0/65","18/9382",0,0,-0.354689840165113,1,1,1,"",0
"Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","0/65","28/9382",0,0,-0.442612353844556,1,1,1,"",0
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","0/65","43/9382",0,0,-0.548942983848409,1,1,1,"",0
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","0/65","20/9382",0,0,-0.37391585262357,1,1,1,"",0
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","0/65","17/9382",0,0,-0.344678161993688,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","0/65","12/9382",0,0,-0.289510304511026,1,1,1,"",0
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","0/65","59/9382",0,0,-0.643563436805821,1,1,1,"",0
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","0/65","41/9382",0,0,-0.535967481658838,1,1,1,"",0
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","0/65","63/9382",0,0,-0.665164124238219,1,1,1,"",0
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","0/65","17/9382",0,0,-0.344678161993688,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","0/65","36/9382",0,0,-0.502089987133736,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","0/65","57/9382",0,0,-0.632493703068369,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","0/65","18/9382",0,0,-0.354689840165113,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","0/65","45/9382",0,0,-0.561624152239267,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","0/65","49/9382",0,0,-0.586179472376013,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","0/65","23/9382",0,0,-0.401044341361071,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","0/65","38/9382",0,0,-0.515903628000214,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","0/65","19/9382",0,0,-0.364428629115795,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","0/65","21/9382",0,0,-0.383170197911852,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","0/65","14/9382",0,0,-0.31274024738407,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","0/65","24/9382",0,0,-0.409691825819164,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","0/65","20/9382",0,0,-0.37391585262357,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","0/65","16/9382",0,0,-0.334369082238675,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","0/65","15/9382",0,0,-0.32373418979597,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","0/65","47/9382",0,0,-0.574030497324116,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","0/65","31/9382",0,0,-0.465795208732398,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","0/65","32/9382",0,0,-0.47327371204548,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","0/65","39/9382",0,0,-0.522675721785075,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","0/65","19/9382",0,0,-0.364428629115795,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","0/65","68/9382",0,0,-0.691241076882819,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","0/65","46/9382",0,0,-0.567860542341805,1,1,1,"",0
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","0/65","23/9382",0,0,-0.401044341361071,1,1,1,"",0
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","0/65","17/9382",0,0,-0.344678161993688,1,1,1,"",0
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","0/65","82/9382",0,0,-0.759641443684375,1,1,1,"",0
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","0/65","27/9382",0,0,-0.434613472414833,1,1,1,"",0
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","0/65","57/9382",0,0,-0.632493703068369,1,1,1,"",0
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","0/65","37/9382",0,0,-0.509042927355161,1,1,1,"",0
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","0/65","30/9382",0,0,-0.458196298906028,1,1,1,"",0
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","0/65","45/9382",0,0,-0.561624152239267,1,1,1,"",0
"Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","0/65","183/9382",0,0,-1.14103360190392,1,1,1,"",0
"Genetic Information Processing","Translation","hsa03010","Ribosome","0/65","223/9382",0,0,-1.2623262126101,1,1,1,"",0
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","0/65","108/9382",0,0,-0.873014647766062,1,1,1,"",0
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","0/65","103/9382",0,0,-0.852336768314221,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","0/65","78/9382",0,0,-0.740722691317288,1,1,1,"",0
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","0/65","34/9382",0,0,-0.487891559854132,1,1,1,"",0
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","0/65","44/9382",0,0,-0.55531908832902,1,1,1,"",0
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","0/65","36/9382",0,0,-0.502089987133736,1,1,1,"",0
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","0/65","243/9382",0,0,-1.31915855014254,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","0/65","46/9382",0,0,-0.567860542341805,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","0/65","31/9382",0,0,-0.465795208732398,1,1,1,"",0
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","0/65","117/9382",0,0,-0.909103683843442,1,1,1,"",0
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","0/65","83/9382",0,0,-0.764300459862695,1,1,1,"",0
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","0/65","73/9382",0,0,-0.716395935943899,1,1,1,"",0
"Genetic Information Processing","Information processing in viruses","hsa03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus","0/65","12/9382",0,0,-0.289510304511026,1,1,1,"",0
"Genetic Information Processing","Information processing in viruses","hsa03273","Virion - Lassa virus and SFTS virus","0/65","17/9382",0,0,-0.344678161993688,1,1,1,"",0
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","0/65","76/9382",0,0,-0.731086005351446,1,1,1,"",0
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","0/65","44/9382",0,0,-0.55531908832902,1,1,1,"",0
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","0/65","63/9382",0,0,-0.665164124238219,1,1,1,"",0
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","0/65","23/9382",0,0,-0.401044341361071,1,1,1,"",0
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","0/65","41/9382",0,0,-0.535967481658838,1,1,1,"",0
"Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","0/65","13/9382",0,0,-0.301347959594336,1,1,1,"",0
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","0/65","54/9382",0,0,-0.615525160080121,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","0/65","166/9382",0,0,-1.08574042868171,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","0/65","298/9382",0,0,-1.46525350129402,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","0/65","100/9382",0,0,-0.839696642190579,1,1,1,"",0
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","0/65","193/9382",0,0,-1.17243217242573,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","0/65","105/9382",0,0,-0.8606648564984,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","0/65","133/9382",0,0,-0.970111447377754,1,1,1,"",0
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","0/65","138/9382",0,0,-0.988445601908665,1,1,1,"",0
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","0/65","75/9382",0,0,-0.726221284480685,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","0/65","33/9382",0,0,-0.480637429793886,1,1,1,"",0
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","0/65","32/9382",0,0,-0.47327371204548,1,1,1,"",0
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","0/65","105/9382",0,0,-0.8606648564984,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","0/65","175/9382",0,0,-1.11532940257868,1,1,1,"",0
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","0/65","155/9382",0,0,-1.0485249940174,1,1,1,"",0
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","0/65","83/9382",0,0,-0.764300459862695,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","0/65","158/9382",0,0,-1.05879551964837,1,1,1,"",0
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","0/65","137/9382",0,0,-0.984804499956312,1,1,1,"",0
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","0/65","90/9382",0,0,-0.796177412860076,1,1,1,"",0
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","0/65","62/9382",0,0,-0.659828525852933,1,1,1,"",0
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","0/65","32/9382",0,0,-0.47327371204548,1,1,1,"",0
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","0/65","42/9382",0,0,-0.542493333466425,1,1,1,"",0
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","0/65","154/9382",0,0,-1.04508055215255,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","0/65","178/9382",0,0,-1.12503204967883,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","0/65","110/9382",0,0,-0.88115605452912,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","0/65","140/9382",0,0,-0.995690203817125,1,1,1,"",0
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","0/65","142/9382",0,0,-1.00288557605125,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","0/65","29/9382",0,0,-0.450470888727502,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","0/65","89/9382",0,0,-0.791699249609465,1,1,1,"",0
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","0/65","89/9382",0,0,-0.791699249609465,1,1,1,"",0
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","0/65","88/9382",0,0,-0.787196583517154,1,1,1,"",0
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","0/65","82/9382",0,0,-0.759641443684375,1,1,1,"",0
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","0/65","195/9382",0,0,-1.17861956493423,1,1,1,"",0
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","0/65","109/9382",0,0,-0.877094358532731,1,1,1,"",0
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","0/65","187/9382",0,0,-1.15368736156556,1,1,1,"",0
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","0/65","72/9382",0,0,-0.711433983056366,1,1,1,"",0
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","0/65","83/9382",0,0,-0.764300459862695,1,1,1,"",0
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","0/65","105/9382",0,0,-0.8606648564984,1,1,1,"",0
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","0/65","168/9382",0,0,-1.09237998809463,1,1,1,"",0
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","0/65","100/9382",0,0,-0.839696642190579,1,1,1,"",0
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","0/65","133/9382",0,0,-0.970111447377754,1,1,1,"",0
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","0/65","94/9382",0,0,-0.813853099859921,1,1,1,"",0
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","0/65","93/9382",0,0,-0.809468944154862,1,1,1,"",0
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","0/65","109/9382",0,0,-0.877094358532731,1,1,1,"",0
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","0/65","91/9382",0,0,-0.800631484732074,1,1,1,"",0
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","0/65","50/9382",0,0,-0.592162410554015,1,1,1,"",0
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","0/65","34/9382",0,0,-0.487891559854132,1,1,1,"",0
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","0/65","67/9382",0,0,-0.686102766188231,1,1,1,"",0
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","0/65","120/9382",0,0,-0.920834184165765,1,1,1,"",0
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","0/65","115/9382",0,0,-0.901202810034216,1,1,1,"",0
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","0/65","89/9382",0,0,-0.791699249609465,1,1,1,"",0
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","0/65","449/9382",0,0,-1.81370939256821,1,1,1,"",0
"Organismal Systems","Sensory system","hsa04744","Phototransduction","0/65","29/9382",0,0,-0.450470888727502,1,1,1,"",0
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","0/65","138/9382",0,0,-0.988445601908665,1,1,1,"",0
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","0/65","86/9382",0,0,-0.778116037760028,1,1,1,"",0
