"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.50053651398815e-93,0.668743423875414,0.825,0.664,2.90128734979609e-89,"Epithelial","TPI1"
5.38613429488675e-93,4.81828795756156,0.274,0.013,1.04140906591635e-88,"Epithelial","PDE4C"
6.14877118139956e-93,2.03362722305701,0.488,0.243,1.1888649079236e-88,"Epithelial","PLAC8"
1.19480972459656e-92,4.15459430981855,0.284,0.022,2.31016460250744e-88,"Epithelial","RAB25"
1.54021157110165e-92,4.09906491289294,0.284,0.021,2.97799907272503e-88,"Epithelial","CDH1"
1.89321938320465e-92,2.96402025434261,0.325,0.054,3.6605396774262e-88,"Epithelial","TSPAN3"
2.61281427237407e-92,3.82014811127981,0.307,0.043,5.05187639563526e-88,"Epithelial","EMP1"
2.8510168398346e-92,3.95699052376418,0.288,0.025,5.51244105982019e-88,"Epithelial","STAP2"
3.73970505850808e-92,1.65611305392949,0.46,0.198,7.23071973062537e-88,"Epithelial","SLIRP"
4.85093203281805e-92,4.48929961334522,0.278,0.018,9.3792770854537e-88,"Epithelial","LAMB3"
2.1992759854512e-91,1.6702934177879,0.456,0.191,4.25230011786989e-87,"Epithelial","COX6A1P2"
2.38534540098499e-91,3.41528585439432,0.318,0.052,4.61206533280447e-87,"Epithelial","GDF15"
9.49614944930023e-91,4.34509311767965,0.277,0.019,1.8360804960222e-86,"Epithelial","RNASE1"
1.07112855837978e-90,4.45701676055575,0.273,0.015,2.07102706762731e-86,"Epithelial","TCEA3"
4.95413581803285e-90,4.45271106760497,0.276,0.019,9.57882160416651e-86,"Epithelial","EDN1"
5.92762671130778e-90,4.62938149652812,0.269,0.013,1.14610662463136e-85,"Epithelial","LIPH"
1.58722676930228e-89,4.68906158463206,0.27,0.016,3.06890295844596e-85,"Epithelial","DST"
2.40111570552332e-89,3.39856134085616,0.298,0.036,4.64255721662934e-85,"Epithelial","MGLL"
5.8429795458443e-89,4.12089668884845,0.278,0.022,1.129740095189e-84,"Epithelial","ABCC3"
7.90702373708209e-89,2.9677465287191,0.315,0.052,1.52882303956482e-84,"Epithelial","ETS2"
1.16550898947433e-88,1.04456868320244,0.587,0.359,2.25351163114862e-84,"Epithelial","NDUFB4"
1.8013017789434e-88,3.62835128484546,0.29,0.033,3.48281698958706e-84,"Epithelial","FLNB"
4.89390821153511e-88,4.32114929052083,0.27,0.019,9.46237152700314e-84,"Epithelial","EPS8L3"
5.35236861545247e-88,4.47618419767526,0.267,0.016,1.03488047179773e-83,"Epithelial","CCDC64B"
8.91403040430743e-88,2.98962720630084,0.313,0.053,1.72352777867284e-83,"Epithelial","RASSF7"
6.31373757482959e-87,5.08293869642067,0.257,0.01,1.2207611600933e-82,"Epithelial","ATP8B1"
8.16498098229732e-87,3.9412148059146,0.274,0.023,1.57869907292719e-82,"Epithelial","FHL2"
9.86088333439655e-87,1.86893328890958,0.418,0.158,1.90660179270557e-82,"Epithelial","CHMP4B"
1.75082593236077e-86,2.37634148055527,0.354,0.094,3.38522194021956e-82,"Epithelial","SQRDL"
2.77847477455318e-86,2.98444465768457,0.316,0.058,5.37218097659857e-82,"Epithelial","GSN"
3.26921290124196e-86,3.72483139182049,0.278,0.026,6.32102314455134e-82,"Epithelial","RP11-467L13.7"
1.97016912225185e-85,1.10838063855636,0.563,0.336,3.80932199787396e-81,"Epithelial","NDUFB8.1"
2.1002546707286e-85,4.09182345685226,0.3,0.049,4.06084240585376e-81,"Epithelial","GUCA2B"
2.45117753839242e-85,2.48825329985442,0.338,0.084,4.73935177048175e-81,"Epithelial","FAM195A"
3.3531515675524e-85,0.823960862831062,0.696,0.466,6.48331855586256e-81,"Epithelial","DNAJB1"
3.82804163381529e-85,4.63954884817896,0.263,0.019,7.40151849898187e-81,"Epithelial","CDA"
3.96514762116351e-85,1.09780935810838,0.574,0.367,7.66661292551965e-81,"Epithelial","DDT"
1.64995338133053e-84,0.843293452174395,0.749,0.66,3.19018486280258e-80,"Epithelial","MYL12B"
1.93604047258556e-84,4.29737517906359,0.262,0.019,3.74333425374419e-80,"Epithelial","PPP1R14D"
1.95208134250077e-84,3.4210622704679,0.289,0.039,3.77434927572523e-80,"Epithelial","RARRES2"
5.59214297789561e-84,4.49766173943441,0.257,0.015,1.08124084477612e-79,"Epithelial","EPS8"
9.75957407240924e-84,1.0651244835543,0.574,0.357,1.88701364690033e-79,"Epithelial","GNG5"
1.09687869080232e-83,3.69256419710698,0.275,0.029,2.12081494866629e-79,"Epithelial","MUC4"
1.72288911954425e-83,3.26190615635592,0.289,0.041,3.3312061126388e-79,"Epithelial","UGDH"
1.85197346055064e-83,4.4327754953667,0.258,0.017,3.58079068597466e-79,"Epithelial","SLPI"
4.02378826640395e-83,4.5769314523295,0.255,0.015,7.77999461309203e-79,"Epithelial","C2orf82"
6.05210950904603e-83,2.90118463258731,0.299,0.047,1.17017537357405e-78,"Epithelial","APP"
1.04726781846114e-82,4.11743474606147,0.266,0.025,2.02489232699461e-78,"Epithelial","TRIM31"
9.28591056059198e-82,4.10791448182138,0.26,0.022,1.79543080689046e-77,"Epithelial","SULT1A1"
2.00664097541092e-81,1.19119581735728,0.534,0.307,3.87984032595701e-77,"Epithelial","SEPW1"
3.57701316046352e-81,1.97249006794323,0.412,0.169,6.91615494575622e-77,"Epithelial","FDPS"
6.88785239096192e-81,0.65296678527422,0.78,0.64,1.33176625979249e-76,"Epithelial","CLIC1"
8.25888500381294e-81,1.35961813351134,0.492,0.258,1.59685541548723e-76,"Epithelial","NDUFS8"
1.08517149364552e-80,1.30511486557274,0.49,0.252,2.09817908296361e-76,"Epithelial","ZNHIT1"
5.39192785126146e-80,1.42667038627464,0.483,0.25,1.0425292500414e-75,"Epithelial","VMP1"
1.25625701021811e-79,0.816745569880605,0.645,0.469,2.42897292925671e-75,"Epithelial","SEC61G"
1.31709521213718e-79,3.13897642887096,0.284,0.044,2.54660359266723e-75,"Epithelial","LSR"
1.7962017975858e-79,1.17156754137482,0.521,0.301,3.47295617563214e-75,"Epithelial","ATP5H"
1.97394863385662e-79,1.48965787017229,0.521,0.319,3.81662968356178e-75,"Epithelial","RHOC"
2.14320322573011e-79,2.96443716607957,0.299,0.058,4.14388343694917e-75,"Epithelial","SSFA2"
2.53956943115722e-79,1.65483302216475,0.414,0.162,4.91025749514248e-75,"Epithelial","NBL1"
3.4732427353271e-79,2.80091715322409,0.289,0.043,6.71551482875495e-75,"Epithelial","LGALS2"
8.24811486598244e-79,1.31917394281797,0.538,0.342,1.5947730093377e-74,"Epithelial","PRR13"
1.71197574844582e-78,1.54835498353533,0.464,0.238,3.31010510961999e-74,"Epithelial","C4orf48"
2.14620435105739e-78,0.855882663120558,0.681,0.51,4.14968611276947e-74,"Epithelial","HSPA5"
4.78482368194638e-78,1.82429122785821,0.384,0.138,9.25145658904332e-74,"Epithelial","NDUFC1"
1.70926290751284e-77,3.70095155804281,0.257,0.026,3.30485983167608e-73,"Epithelial","ABHD11"
2.86941738118828e-77,3.80526462350367,0.259,0.029,5.54801850652753e-73,"Epithelial","C8orf4"
4.44496074402144e-77,3.61390936858682,0.256,0.024,8.59433159856545e-73,"Epithelial","HBEGF"
1.27311688684199e-76,0.643303672452316,0.762,0.663,2.46157150070899e-72,"Epithelial","UQCRH"
1.55941120352972e-76,2.02935112926089,0.362,0.121,3.01512156202471e-72,"Epithelial","FBXW5"
2.10037252116825e-76,3.92436809540249,0.279,0.05,4.06107026967881e-72,"Epithelial","CA4"
2.46747781829961e-76,2.86575293475489,0.29,0.052,4.7708683616823e-72,"Epithelial","CXCL3"
6.40121312250495e-76,0.864100102815582,0.633,0.449,1.23767455723633e-71,"Epithelial","PRELID1"
1.37339773834124e-75,1.62004024279949,0.405,0.165,2.65546452708279e-71,"Epithelial","NANS"
2.20947838959305e-75,3.84940228749367,0.259,0.032,4.27202646627816e-71,"Epithelial","CEACAM6"
2.01078816604763e-74,3.34225493051435,0.256,0.029,3.88785891905309e-70,"Epithelial","IGFBP2"
6.96982589435067e-74,3.00320003107738,0.273,0.043,1.3476158366727e-69,"Epithelial","INF2"
7.09783516518696e-74,1.11689046039126,0.526,0.313,1.3723664291889e-69,"Epithelial","NDUFA2"
1.59041850760444e-73,2.27374197660376,0.425,0.202,3.07507418445319e-69,"Epithelial","ZG16"
2.02121154955643e-72,1.31241148171407,0.472,0.244,3.90801253106736e-68,"Epithelial","RAB11FIP1"
2.50296116000108e-72,2.41590418986076,0.309,0.072,4.83947540286209e-68,"Epithelial","PLAUR"
4.07461852398291e-72,2.5452425989395,0.284,0.055,7.87827491612095e-68,"Epithelial","TRIB1"
4.47210297145178e-72,0.739378709196609,0.732,0.648,8.64681109530202e-68,"Epithelial","SLC25A5"
1.12415725530398e-71,1.79386947599323,0.367,0.132,2.17355805313025e-67,"Epithelial","SUCLG1"
7.027840907585e-71,1.05150361450953,0.544,0.36,1.35883303948156e-66,"Epithelial","VDAC2"
1.64735639596208e-70,2.30117496369133,0.309,0.082,3.18516359159267e-66,"Epithelial","SPTBN1"
4.2523386469693e-70,2.04658475264357,0.358,0.134,8.22189677391515e-66,"Epithelial","CFDP1"
1.97901747865343e-69,2.5632766710122,0.287,0.064,3.82643029497641e-65,"Epithelial","CTNNA1"
3.63583188239846e-69,1.15541355390795,0.447,0.217,7.02988094461741e-65,"Epithelial","VIMP"
3.97395616176658e-69,1.3169949026434,0.478,0.259,7.68364423877569e-65,"Epithelial","ID3"
4.71773322160005e-69,0.819755307499038,0.61,0.437,9.12173718396371e-65,"Epithelial","NDUFA11"
3.22366053018681e-68,2.53971645125318,0.283,0.063,6.2329476351162e-64,"Epithelial","ANXA4"
3.28153005716459e-68,2.99362857681317,0.269,0.053,6.34483836552773e-64,"Epithelial","MDK"
5.10634450819596e-68,2.72020904910215,0.27,0.053,9.8731171065969e-64,"Epithelial","GMDS"
6.32385488459072e-68,2.15569054600841,0.314,0.088,1.22271734193562e-63,"Epithelial","PFKL"
3.68102524120006e-67,2.08806949496183,0.338,0.117,7.11726230386032e-63,"Epithelial","DDAH2"
6.85831331905019e-67,0.502424416166676,0.871,0.8,1.32605488023835e-62,"Epithelial","SAT1"
1.15055955631555e-66,1.59736763402413,0.435,0.222,2.22460690213612e-62,"Epithelial","RP1-313I6.12"
1.14821033562347e-64,1.6434671055616,0.366,0.149,2.22006468392798e-60,"Epithelial","PLEKHJ1"
2.28309760063128e-64,2.2739129281189,0.301,0.09,4.41436921082058e-60,"Epithelial","ACAA1"
4.19590796855144e-63,0.846361480360668,0.595,0.442,8.1127880571942e-59,"Epithelial","TMEM59"
4.65706976788909e-63,2.35945678104019,0.278,0.068,9.00444439621356e-59,"Epithelial","QTRT1"
4.98427693244346e-63,1.56472980048255,0.407,0.197,9.63709944887944e-59,"Epithelial","POLD4"
5.05993223955695e-63,1.63080090597223,0.367,0.155,9.78337898518336e-59,"Epithelial","NDUFV1"
2.75462415269028e-62,0.726658938888829,0.618,0.452,5.32606579922665e-58,"Epithelial","COPE"
3.22974230681796e-62,1.98938317816939,0.306,0.097,6.24470675023253e-58,"Epithelial","COA3"
5.2473022268254e-62,2.05615481107905,0.308,0.098,1.01456588555669e-57,"Epithelial","CHP1"
9.40758933776762e-62,2.56332457028149,0.264,0.059,1.81895739845737e-57,"Epithelial","PLEC"
1.34452546074836e-61,2.34937987377473,0.292,0.088,2.59963997835695e-57,"Epithelial","TDP2"
1.49565485811204e-61,1.12498432605999,0.472,0.291,2.89184866815963e-57,"Epithelial","SCP2"
2.00849053260966e-61,2.08178932577537,0.332,0.125,3.88341644480078e-57,"Epithelial","MT1X"
3.31669347458634e-61,1.01718595911231,0.567,0.425,6.4128268331127e-57,"Epithelial","VAMP8"
3.50430668958641e-61,1.22316023491637,0.538,0.389,6.77557698431532e-57,"Epithelial","PRDX6"
3.87556578866056e-61,1.07930986266424,0.466,0.277,7.49340645237519e-57,"Epithelial","CLTA"
1.88325985630195e-60,1.74431947803409,0.36,0.154,3.64128293215982e-56,"Epithelial","ZFAND2A"
4.59887618801292e-60,1.10722341851769,0.477,0.292,8.89192710952298e-56,"Epithelial","ANXA11"
1.28710802491445e-58,0.940827916217869,0.537,0.343,2.4886233661721e-54,"Epithelial","EIF5A"
1.61111437801992e-58,0.944055130087422,0.535,0.358,3.11508964990152e-54,"Epithelial","CAST"
3.9111252595471e-58,1.29316609485949,0.493,0.3,7.56216068933432e-54,"Epithelial","MT2A"
2.84965915695541e-57,1.64244243872231,0.341,0.141,5.50981597997329e-53,"Epithelial","TIMM8B"
4.41819903089687e-57,0.880731339717729,0.574,0.43,8.54258782623909e-53,"Epithelial","HN1"
5.74688082457871e-57,2.23485704882554,0.276,0.081,1.11115940743229e-52,"Epithelial","ACAA2"
2.22834873955388e-56,1.73195386582371,0.338,0.141,4.30851228792742e-52,"Epithelial","CD59"
4.38838901754499e-56,1.47152793046582,0.374,0.172,8.48495016542325e-52,"Epithelial","MIDN"
1.02645651872849e-54,1.53146070688239,0.357,0.164,1.98465367896154e-50,"Epithelial","MAP2K2"
1.40302965609642e-54,1.32448433457789,0.431,0.251,2.71275784006242e-50,"Epithelial","DDIT3"
1.48899786062092e-54,0.892255809359028,0.536,0.38,2.87897736351054e-50,"Epithelial","SCAND1"
4.74773462196135e-54,0.996648783890563,0.467,0.291,9.17974489156228e-50,"Epithelial","ATP5C1"
6.41114729723111e-54,0.987399785098603,0.475,0.305,1.23959532991964e-49,"Epithelial","FIS1"
6.44737843196385e-53,1.15657175914764,0.455,0.294,1.24660061982021e-48,"Epithelial","TSTD1"
3.69465807547467e-52,0.989712364942106,0.451,0.259,7.14362138893027e-48,"Epithelial","SDF2L1"
4.71904824647384e-52,1.04467933581715,0.449,0.278,9.12427978455718e-48,"Epithelial","NDUFA6"
1.28837924482796e-51,1.89158752914474,0.289,0.103,2.49108126987486e-47,"Epithelial","CTSA"
5.76386272711143e-51,1.68465743921351,0.306,0.12,1.114442858287e-46,"Epithelial","APLP2"
4.2008598405204e-50,0.776962401703063,0.546,0.395,8.12236250164619e-46,"Epithelial","MZT2B"
6.00391007920664e-50,0.576006382333702,0.672,0.582,1.1608560138146e-45,"Epithelial","TMBIM6"
8.11192394403353e-50,0.514722784743685,0.721,0.607,1.56844049457888e-45,"Epithelial","CALR"
8.56236700533408e-50,0.977687307802471,0.473,0.307,1.65553366048134e-45,"Epithelial","ATP1A1"
8.88101203186681e-50,0.673315487056415,0.631,0.52,1.71714367636145e-45,"Epithelial","SQSTM1"
4.63914430490949e-49,2.05195262415001,0.258,0.083,8.96978551354249e-45,"Epithelial","SERPINB6"
4.81709439332351e-49,1.35798703979984,0.338,0.153,9.313852009491e-45,"Epithelial","TPD52"
9.69085940334946e-49,1.7242437324094,0.313,0.136,1.87372766563762e-44,"Epithelial","SLC20A1"
9.81182131685874e-49,1.2368250044892,0.409,0.247,1.89711565161464e-44,"Epithelial","EIF6"
1.3123948026591e-48,1.92891042266357,0.261,0.08,2.53751535094137e-44,"Epithelial","CD320"
2.82174296464743e-48,1.4998037447918,0.323,0.143,5.4558400221458e-44,"Epithelial","SUCLG2"
7.15490969619415e-48,0.503303690659713,0.735,0.661,1.38340178975914e-43,"Epithelial","NDUFS5"
3.16685789650238e-47,1.76967439752568,0.287,0.113,6.12311974288736e-43,"Epithelial","RIOK3"
2.36804524286065e-46,1.82411792523912,0.263,0.088,4.57861547707106e-42,"Epithelial","LGALS9"
6.41729814927633e-46,1.35349136056065,0.346,0.174,1.24078459716258e-41,"Epithelial","NT5C"
9.98217939130868e-46,1.25890538419213,0.385,0.216,1.93005438530953e-41,"Epithelial","CDKN1A"
1.3657907894125e-45,1.4901522097121,0.313,0.14,2.64075649132906e-41,"Epithelial","TM9SF3"
1.50823545404931e-45,1.95348484962231,0.269,0.1,2.91617325040434e-41,"Epithelial","UPP1"
7.45824226035404e-45,1.05696941547201,0.427,0.251,1.44205114103945e-40,"Epithelial","NR4A1"
1.43294951534372e-44,1.50375938552837,0.306,0.134,2.77060788791709e-40,"Epithelial","HDLBP"
1.84805252178881e-44,0.841807216578459,0.479,0.343,3.57320955087867e-40,"Epithelial","SHFM1"
9.70408761929292e-44,2.12268680803665,0.317,0.162,1.87628534119029e-39,"Epithelial","LCN2"
1.40922438010681e-42,0.50358955157761,0.697,0.604,2.72473533893652e-38,"Epithelial","DYNLL1"
1.5343639120001e-42,1.58592308444346,0.285,0.122,2.96669262385219e-38,"Epithelial","ETFA"
1.973710999602e-42,1.21950148867997,0.356,0.199,3.81617021773047e-38,"Epithelial","RAB11A"
2.01846012606412e-42,1.37827740603486,0.29,0.119,3.90269265374498e-38,"Epithelial","PDIA4"
2.99356996667024e-41,1.05071411958,0.39,0.238,5.7880675305569e-37,"Epithelial","ECH1"
3.47065868954103e-41,1.15766372403436,0.37,0.216,6.71051857622759e-37,"Epithelial","SERPINB1"
7.47073147451687e-41,1.43746411664507,0.308,0.145,1.44446593059784e-36,"Epithelial","PYCARD"
7.66315689782778e-41,0.643135232325183,0.61,0.454,1.481671386195e-36,"Epithelial","FOSB"
1.07147187896049e-40,0.653011736877688,0.551,0.439,2.07169087797011e-36,"Epithelial","ATP5O"
1.6118552992666e-40,1.72168835926779,0.256,0.098,3.11652222113198e-36,"Epithelial","NDUFS2"
4.14495204960592e-39,0.903673213260934,0.44,0.305,8.01426478791305e-35,"Epithelial","COX17"
6.23841062726554e-39,1.44035644681259,0.301,0.148,1.20619669478179e-34,"Epithelial","EFHD2"
8.78579715790894e-39,1.74461328672065,0.251,0.1,1.69873388048169e-34,"Epithelial","DNM2"
2.96024946083341e-38,1.42805163639678,0.306,0.157,5.72364233252141e-34,"Epithelial","MTND1P23"
1.90528000591291e-37,1.25491492985205,0.327,0.173,3.68385889143262e-33,"Epithelial","DNPH1"
2.45843283216587e-37,0.871611905938179,0.445,0.322,4.75337988099271e-33,"Epithelial","VPS28"
8.30960494954662e-37,1.18809695073895,0.343,0.196,1.60666211699484e-32,"Epithelial","NAA38"
8.62703295780789e-37,1.38672382568078,0.291,0.138,1.66803682239215e-32,"Epithelial","AHNAK"
1.4767269187121e-36,0.512210795596687,0.599,0.514,2.85525149732985e-32,"Epithelial","NDUFB11"
4.97723539281169e-36,1.48412490042156,0.27,0.123,9.62348463200141e-32,"Epithelial","BAD"
5.7362222176974e-36,1.46019526137912,0.275,0.128,1.10909856579179e-31,"Epithelial","CAPNS1"
7.34883775290268e-36,1.13866750406134,0.331,0.179,1.42089777952373e-31,"Epithelial","CORO1B"
8.42140661633358e-36,1.05514730960217,0.356,0.213,1.6282789692681e-31,"Epithelial","BAG1"
5.20511153957997e-35,1.17610457895354,0.326,0.179,1.00640831617779e-30,"Epithelial","MLEC"
1.17843392431407e-34,0.550957106743306,0.619,0.512,2.27850199266126e-30,"Epithelial","NFKBIA"
2.36800827076911e-34,0.951730439870996,0.362,0.219,4.57854399153208e-30,"Epithelial","KDELR2"
4.18300416921816e-34,1.34028754281069,0.278,0.135,8.08783856118331e-30,"Epithelial","HEBP2"
1.64705878702288e-33,1.3752199843201,0.273,0.135,3.18458816470874e-29,"Epithelial","NDUFS3"
7.09764164050339e-33,1.219970070153,0.299,0.159,1.37232901119133e-28,"Epithelial","MRPL14"
4.22741816602012e-32,1.01869426726285,0.345,0.214,8.1737130239999e-28,"Epithelial","HSBP1"
1.18471911741858e-31,0.956562202570412,0.362,0.225,2.29065441352882e-27,"Epithelial","MRPL52"
1.35331881413755e-31,0.767516614523698,0.431,0.31,2.61664192713496e-27,"Epithelial","YWHAE"
3.95175259825646e-31,0.662133348349788,0.526,0.4,7.64071364872886e-27,"Epithelial","DUSP1"
1.27803653619028e-30,1.34904659413618,0.282,0.155,2.4710836427239e-26,"Epithelial","GSDMD"
1.9150705581562e-30,0.551380683112003,0.505,0.404,3.70278892419501e-26,"Epithelial","RABAC1"
2.19744158193458e-29,0.812828025837173,0.403,0.28,4.2487532986705e-25,"Epithelial","PTP4A1"
3.47501582106007e-29,0.559094135513498,0.529,0.43,6.71894309001964e-25,"Epithelial","C11orf31"
4.38538096334898e-29,0.952240223333556,0.344,0.22,8.47913409263526e-25,"Epithelial","ATP5F1"
8.40385698354473e-29,1.12623975156869,0.28,0.152,1.62488574776837e-24,"Epithelial","KDELR1"
8.6180865386858e-29,0.737816019767162,0.428,0.32,1.6663070322549e-24,"Epithelial","TUFM"
1.31269591370435e-28,0.667439159842736,0.468,0.367,2.53809754914736e-24,"Epithelial","ARL6IP4"
2.77852464558008e-28,1.10595236808362,0.281,0.15,5.37227740222908e-24,"Epithelial","ATOX1"
5.40619671687157e-28,0.579895698441101,0.508,0.411,1.04528813520712e-23,"Epithelial","PKM"
1.31344675521376e-27,0.751394941594978,0.45,0.357,2.5395493012058e-23,"Epithelial","MIF"
1.34784550742403e-27,0.82327553756135,0.414,0.307,2.60605928860436e-23,"Epithelial","GADD45GIP1"
2.09966843998906e-27,0.861898286478328,0.377,0.265,4.05970892871885e-23,"Epithelial","WDR1"
3.40597899467188e-27,1.08777087463202,0.295,0.172,6.58546038619808e-23,"Epithelial","MRPS34"
1.26480404646258e-26,1.19162654204972,0.279,0.163,2.4454986238354e-22,"Epithelial","LRP10"
1.55646669452773e-26,0.513576728630963,0.579,0.528,3.00942835386936e-22,"Epithelial","CIB1"
4.79548479660165e-26,0.944358974688232,0.328,0.215,9.27206985422928e-22,"Epithelial","GNB2"
5.72130652544849e-26,0.802086366359462,0.369,0.265,1.10621461669547e-21,"Epithelial","MDH2"
9.32302136186387e-26,0.94884915925385,0.313,0.191,1.80260618031638e-21,"Epithelial","PERP"
1.38848002483718e-25,1.11011053365541,0.277,0.159,2.68462612802268e-21,"Epithelial","LAMTOR2"
1.9323476771399e-25,0.743867475054014,0.413,0.309,3.73619423374999e-21,"Epithelial","IFRD1"
1.92265674287266e-24,0.648378740102824,0.363,0.238,3.71745681234429e-20,"Epithelial","PSAP"
3.08169020178828e-24,0.572817160914843,0.506,0.427,5.95844800515765e-20,"Epithelial","C12orf57"
6.10328855590635e-24,0.780713845437178,0.375,0.272,1.18007084228449e-19,"Epithelial","ARF4"
1.17285139127271e-23,0.631918550565306,0.438,0.355,2.26770816502579e-19,"Epithelial","ATP5A1"
7.44165923911342e-23,1.16241724061448,0.26,0.152,1.43884481388258e-18,"Epithelial","SPAG9"
8.65191714175297e-23,1.12520382649754,0.306,0.203,1.67284817935794e-18,"Epithelial","HEXIM1"
4.53705559419085e-22,0.702458055154032,0.382,0.294,8.77239699136802e-18,"Epithelial","UQCRFS1"
5.68759139869858e-20,0.74905223962308,0.348,0.266,1.09969579693837e-15,"Epithelial","MPC2"
8.2092688410147e-20,0.730335336833238,0.355,0.262,1.58726213041019e-15,"Epithelial","HNRNPAB"
1.12980236888539e-19,0.922924195408634,0.276,0.177,2.18447288023991e-15,"Epithelial","MRPL27"
2.52686696646298e-19,1.04861854465979,0.257,0.162,4.88569727965616e-15,"Epithelial","NCOA7"
6.42067682514968e-19,0.78944363893957,0.314,0.224,1.24143786414269e-14,"Epithelial","TMEM219"
8.78665987628394e-19,0.697061791832562,0.365,0.284,1.6989006870795e-14,"Epithelial","RTN4"
9.32187811496179e-19,0.64391117541234,0.392,0.319,1.80238513352786e-14,"Epithelial","KTN1"
7.34690223123106e-18,0.664926705286156,0.349,0.252,1.42052354640853e-13,"Epithelial","MARCKSL1"
2.01261662104488e-17,0.894964409823009,0.265,0.173,3.89139423679028e-13,"Epithelial","ATP6V0D1"
4.61081134708183e-17,0.592269976592834,0.401,0.326,8.91500373958273e-13,"Epithelial","AES"
2.41845917622439e-16,0.692035114310699,0.307,0.221,4.67609081722986e-12,"Epithelial","NDUFAB1"
2.50059106618651e-16,0.572807694701952,0.375,0.304,4.83489282647162e-12,"Epithelial","GHITM"
2.7655343855883e-16,0.66387507290448,0.324,0.241,5.34716073453498e-12,"Epithelial","TMED9"
2.80151667203558e-16,0.706230366925611,0.255,0.154,5.41673248538079e-12,"Epithelial","SMIM14"
3.12110919877408e-16,0.87388196109871,0.25,0.164,6.03466463582968e-12,"Epithelial","SDF4"
3.20856757939096e-16,0.517902852360491,0.417,0.36,6.20376541475242e-12,"Epithelial","CD164"
6.27379287345896e-16,0.532873948856733,0.378,0.299,1.21303785208329e-11,"Epithelial","CTSS"
1.74101207232654e-15,0.761970830189384,0.266,0.181,3.36624684184337e-11,"Epithelial","RAB1A"
2.71269138517204e-15,0.607577908281486,0.301,0.211,5.24498879323015e-11,"Epithelial","CANX"
1.02699189421666e-14,0.788545453874092,0.261,0.182,1.9856888274679e-10,"Epithelial","DNAJC15"
1.54121726197341e-14,0.67085976102167,0.385,0.321,2.9799435760256e-10,"Epithelial","HIST1H4C"
5.05279726292113e-14,0.786490033184148,0.267,0.195,9.769583507858e-10,"Epithelial","MIEN1"
7.19527609875457e-14,0.713009143059483,0.255,0.175,1.3912066336942e-09,"Epithelial","GADD45A"
1.75865881996948e-13,0.642883645223832,0.313,0.246,3.40036682841099e-09,"Epithelial","HADHA"
9.07420450350877e-13,0.879336191092754,0.253,0.181,1.75449744075342e-08,"Epithelial","TLE4"
1.00727378483146e-11,0.661479823680733,0.301,0.239,1.94756386297163e-07,"Epithelial","PET100"
2.65775114347543e-11,0.532038337680495,0.286,0.215,5.13876183590974e-07,"Epithelial","SYNGR2"
2.35868596809382e-10,0.588051168474896,0.278,0.221,4.56051931930939e-06,"Epithelial","RAB2A"
7.74058676422974e-10,0.618232854833293,0.294,0.245,1.49664245086382e-05,"Epithelial","POLR2J"
7.87901056254374e-10,0.545487233222606,0.341,0.297,1.52340669226783e-05,"Epithelial","C19orf60"
1.24616498066068e-09,0.645654250112749,0.289,0.244,2.40945999010742e-05,"Epithelial","HSD17B11"
1.37937522113039e-09,0.660174288991135,0.27,0.214,2.66702199005561e-05,"Epithelial","TMEM160"
1.87826187207339e-09,0.579038402678838,0.292,0.238,3.6316193296539e-05,"Epithelial","TOP1"
3.22473598913977e-09,0.561717537860872,0.319,0.287,6.23502703500174e-05,"Epithelial","OCIAD2"
4.90073210944456e-09,0.510383441474265,0.3,0.247,9.47556553361105e-05,"Epithelial","TKT"
6.27492424285259e-09,0.551432496978698,0.263,0.206,0.000121325660235555,"Epithelial","TECR"
1.13716300881165e-08,0.550393314577181,0.268,0.219,0.000219870467753733,"Epithelial","SBDS"
3.75357660110361e-08,0.573572855485347,0.254,0.204,0.000725754035823384,"Epithelial","PGLS"
4.40068276236728e-08,0.548553602175967,0.264,0.217,0.000850872012103713,"Epithelial","NDUFC2"
5.51884153579718e-08,0.538325743362802,0.273,0.226,0.00106706801094638,"Epithelial","ARL4A"
6.61741550038294e-07,0.530360159530442,0.255,0.21,0.0127947728699904,"Epithelial","CTNNB1"
1.62606424511771e-05,0.503153496834002,0.262,0.236,0.314399521793509,"Epithelial","TMCO1"
0,7.30185537555045,0.893,0.008,0,"Immune","SRGN"
0,7.99529193559714,0.872,0.005,0,"Immune","CD52"
0,6.08018998428464,0.868,0.025,0,"Immune","CREM"
0,6.97331141477471,0.833,0.009,0,"Immune","ARHGDIB"
0,7.77185912543892,0.813,0.004,0,"Immune","LAPTM5"
0,9.38669628360882,0.794,0.002,0,"Immune","PTPRC"
0,4.49364955514571,0.78,0.053,0,"Immune","TSC22D3"
0,7.16709067777117,0.724,0.006,0,"Immune","CORO1A"
0,6.9987369112086,0.715,0.007,0,"Immune","CD37"
0,8.6682066813421,0.697,0.003,0,"Immune","CXCR4"
0,2.6563510216368,0.907,0.227,0,"Immune","TMEM66"
0,2.8720651691774,0.819,0.14,0,"Immune","NAP1L1"
0,7.14062633595104,0.681,0.007,0,"Immune","CD7"
0,7.40174490180401,0.678,0.005,0,"Immune","RGS1"
0,6.21698058972835,0.672,0.009,0,"Immune","VIM"
