"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,9.45729280119226,0.655,0.001,0,"Immune","CYTIP"
0,7.83863028220283,0.656,0.004,0,"Immune","HCST"
0,5.04322310244678,0.668,0.026,0,"Immune","STK4"
0,7.6136783718799,0.639,0.004,0,"Immune","SAMSN1"
0,8.74188259475077,0.631,0.002,0,"Immune","CLEC2D"
0,8.55733377335511,0.625,0.002,0,"Immune","TRBC2"
0,3.24145082100843,0.721,0.101,0,"Immune","YPEL5"
0,8.62987009417493,0.615,0.002,0,"Immune","EVL"
0,8.07506056038657,0.619,0.006,0,"Immune","CCL5"
0,9.09382080432735,0.604,0.001,0,"Immune","LSP1"
0,2.13166052955966,0.866,0.266,0,"Immune","PNRC1"
0,9.2004402139989,0.593,0.001,0,"Immune","CD48"
0,10.0395194744797,0.591,0.001,0,"Immune","CD3E"
0,3.1644367906081,0.689,0.103,0,"Immune","COTL1"
0,8.80594612438209,0.583,0.002,0,"Immune","CD3D"
0,8.79726782781961,0.579,0.002,0,"Immune","TRAC"
0,6.0080492917825,0.578,0.009,0,"Immune","RAC2"
0,5.57312273962148,0.566,0.016,0,"Immune","S100A4"
0,8.0809132795278,0.551,0.002,0,"Immune","FYN"
0,6.37820401853458,0.557,0.009,0,"Immune","RP11-138A9.1"
0,8.23372232890437,0.55,0.003,0,"Immune","KLRB1"
0,3.70150559744954,0.601,0.055,0,"Immune","CD44"
0,3.15201998640884,0.63,0.087,0,"Immune","REL"
0,8.59919999706352,0.543,0.001,0,"Immune","WIPF1"
0,7.22810425393532,0.543,0.005,0,"Immune","ZNF331"
0,3.35934367000687,0.593,0.066,0,"Immune","ELF1"
0,7.9170225031101,0.53,0.004,0,"Immune","NKG7"
0,5.60840222303205,0.529,0.011,0,"Immune","FXYD5"
0,3.34832305565709,0.585,0.069,0,"Immune","IFITM2"
0,4.10672442523705,0.553,0.04,0,"Immune","LEPROTL1"
0,3.83993578165963,0.551,0.041,0,"Immune","STK17B"
0,3.45191360550256,0.579,0.072,0,"Immune","NR4A2"
0,8.78854834140384,0.498,0.001,0,"Immune","CLEC2B"
0,5.28253541055254,0.509,0.016,0,"Immune","CNOT6L"
0,9.72362527890036,0.492,0.001,0,"Immune","CST7"
0,3.23320610086908,0.565,0.074,0,"Immune","TNFAIP3"
0,7.4603937875111,0.493,0.003,0,"Immune","ACAP1"
0,8.45818499248708,0.49,0.003,0,"Immune","GZMA"
0,7.72600548089779,0.49,0.003,0,"Immune","SYTL3"
0,7.6958509074171,0.485,0.003,0,"Immune","LIMD2"
0,3.15379245193695,0.55,0.07,0,"Immune","DUSP2"
0,7.74755196280756,0.481,0.002,0,"Immune","AC092580.4"
0,1.96911818391267,0.631,0.152,0,"Immune","BIRC3"
0,7.66454520487197,0.482,0.003,0,"Immune","GMFG"
0,3.91379760872798,0.511,0.038,0,"Immune","IDS"
0,6.3188346743504,0.478,0.007,0,"Immune","GPSM3"
0,9.0371546283729,0.47,0.001,0,"Immune","RHOH"
0,7.09921439017479,0.472,0.003,0,"Immune","CD69"
0,5.16003339369461,0.482,0.017,0,"Immune","RGCC"
0,8.4390053618533,0.463,0.002,0,"Immune","CD53"
0,7.18366844683339,0.462,0.003,0,"Immune","LTB"
0,6.48090397660907,0.464,0.005,0,"Immune","ALOX5AP"
0,2.99842637699082,0.53,0.074,0,"Immune","PPP2R5C"
0,2.2456451259497,0.59,0.137,0,"Immune","DDX24"
0,8.61884544665761,0.451,0.001,0,"Immune","GYPC"
0,4.62742148618984,0.469,0.021,0,"Immune","FNBP1"
0,6.47098660118665,0.452,0.006,0,"Immune","GNG2"
0,8.49338339885163,0.446,0.002,0,"Immune","CD96"
0,6.44097000150584,0.448,0.006,0,"Immune","SEPT6"
0,8.90003304296269,0.429,0.001,0,"Immune","HOPX"
0,7.77563260386992,0.43,0.002,0,"Immune","GPR65"
0,7.3752663011373,0.428,0.003,0,"Immune","EVI2B"
0,10.2153025237367,0.423,0,0,"Immune","CD2"
0,7.10157488637009,0.427,0.004,0,"Immune","RORA"
0,2.60735017845822,0.501,0.083,0,"Immune","PAIP2"
0,8.69790812239607,0.416,0.001,0,"Immune","RUNX3"
0,8.38340784167676,0.412,0.001,0,"Immune","GLIPR1"
0,8.00082340649997,0.413,0.002,0,"Immune","LCP1"
0,5.80071349182076,0.419,0.009,0,"Immune","DUSP4"
0,2.83449315238387,0.471,0.068,0,"Immune","ARID4B"
0,5.7295690579216,0.413,0.01,0,"Immune","LDLRAD4"
0,7.69561022479525,0.404,0.002,0,"Immune","PTPN22"
0,7.66196185997162,0.401,0.002,0,"Immune","LCK"
0,6.61631641490348,0.403,0.005,0,"Immune","ARL4C"
0,4.42588920575989,0.417,0.021,0,"Immune","CLDND1"
0,5.73420357648584,0.404,0.009,0,"Immune","NR3C1"
0,9.15159872861447,0.396,0.001,0,"Immune","CD3G"
0,3.12330271845695,0.443,0.048,0,"Immune","LGALS1"
0,9.54023653552117,0.394,0.001,0,"Immune","TRBV28"
0,2.94901519964955,0.459,0.07,0,"Immune","RGS2"
0,5.81074289734594,0.396,0.007,0,"Immune","MSN"
0,3.04097106986839,0.445,0.059,0,"Immune","PPP1R2"
0,2.59099691500342,0.462,0.08,0,"Immune","JAK1"
0,4.94632700801521,0.395,0.013,0,"Immune","IFI16"
0,8.19512454249728,0.379,0.001,0,"Immune","LINC-PINT"
0,6.83882511585773,0.376,0.003,0,"Immune","FYB"
0,4.0867313105438,0.395,0.024,0,"Immune","RGS10"
0,7.52632867836286,0.369,0.002,0,"Immune","SH2D2A"
0,3.08217521344938,0.415,0.05,0,"Immune","TERF2IP"
0,9.77484855316933,0.365,0.001,0,"Immune","CD8A"
0,4.56671691729968,0.391,0.027,0,"Immune","HLA-DPB1"
0,8.56089589704388,0.365,0.002,0,"Immune","GZMB"
0,6.40012921947334,0.366,0.005,0,"Immune","AC016831.7"
0,5.67704770708218,0.368,0.008,0,"Immune","TNFRSF1B"
0,3.921821104249,0.395,0.036,0,"Immune","HLA-DPA1"
0,4.04083227169562,0.386,0.031,0,"Immune","PIK3R1"
0,4.16011850240088,0.376,0.023,0,"Immune","UCP2"
0,7.81846024002788,0.354,0.002,0,"Immune","FMNL1"
0,3.51338820325146,0.373,0.022,0,"Immune","TUBA1A"
0,6.60407503428377,0.352,0.004,0,"Immune","SPOCK2"
0,2.79006953183395,0.401,0.057,0,"Immune","ICAM3"
0,3.33866517157374,0.384,0.041,0,"Immune","GABARAPL1"
0,5.35802977332178,0.352,0.009,0,"Immune","LY6E"
0,9.01477822216937,0.343,0.001,0,"Immune","CD247"
0,3.13531058427664,0.386,0.044,0,"Immune","FAM49B"
0,9.32833184957095,0.342,0.001,0,"Immune","KLRD1"
0,10.8466176781948,0.334,0,0,"Immune","TIGIT"
0,9.39756474834573,0.335,0.001,0,"Immune","ENTPD1"
0,4.50332528685434,0.343,0.019,0,"Immune","ARID5B"
0,9.14939379907786,0.323,0.001,0,"Immune","SLA"
0,9.17048936012907,0.321,0.001,0,"Immune","EVI2A"
0,4.46354131563925,0.334,0.015,0,"Immune","MAP3K8"
0,7.42594424574476,0.321,0.002,0,"Immune","SLC2A3"
0,4.04638497754879,0.34,0.023,0,"Immune","PDE4D"
0,7.77060772312218,0.317,0.003,0,"Immune","GNLY"
0,8.16301971932365,0.315,0.001,0,"Immune","PCED1B-AS1"
0,5.08450490562418,0.323,0.01,0,"Immune","CBLB"
0,7.49384239678423,0.315,0.002,0,"Immune","HCLS1"
0,8.43887442564175,0.314,0.001,0,"Immune","IL7R"
0,8.88962412523963,0.313,0.001,0,"Immune","GPR183"
0,6.82855134702836,0.312,0.003,0,"Immune","TGFB1"
0,5.11712811017579,0.319,0.011,0,"Immune","ITGA1"
0,3.61341383237021,0.333,0.028,0,"Immune","CELF2"
0,8.67204440332356,0.305,0.001,0,"Immune","MIR142"
0,4.07902602066304,0.322,0.019,0,"Immune","LINC00152"
0,5.57004156366333,0.311,0.008,0,"Immune","EMP3"
0,4.49699030768819,0.32,0.018,0,"Immune","ANKRD28"
0,4.13473079545261,0.316,0.016,0,"Immune","LBH"
0,8.08647285938147,0.297,0.001,0,"Immune","ARHGAP9"
0,3.80311669012386,0.32,0.025,0,"Immune","LIMS1"
0,5.28057606576884,0.303,0.009,0,"Immune","RP11-138A9.2"
0,8.00271435604256,0.292,0.002,0,"Immune","CCL4"
0,4.3519602110039,0.304,0.016,0,"Immune","SNRPN"
0,3.50683739568451,0.312,0.025,0,"Immune","ARID5A"
0,10.6596761033486,0.286,0,0,"Immune","GZMM"
0,4.25175794343545,0.3,0.014,0,"Immune","ITM2A"
0,4.20393250164832,0.299,0.015,0,"Immune","ETS1"
0,11.5898766939485,0.281,0,0,"Immune","TRAT1"
0,3.90927896602938,0.31,0.03,0,"Immune","HLA-DQB1"
0,4.58575554385681,0.294,0.014,0,"Immune","AKNA"
0,5.65189351538185,0.286,0.007,0,"Immune","SERPINB9"
0,8.5051730093916,0.275,0.001,0,"Immune","CTSW"
0,3.84099226372965,0.293,0.02,0,"Immune","SEPT1"
0,7.46601281483273,0.272,0.002,0,"Immune","PDE4B"
0,6.93401244831561,0.27,0.002,0,"Immune","PRKCH"
0,7.10585609133169,0.27,0.003,0,"Immune","HLA-DQA1"
0,5.81926782242345,0.27,0.005,0,"Immune","LPXN"
0,6.94432781292049,0.266,0.002,0,"Immune","DOCK8"
0,5.41102948720221,0.27,0.006,0,"Immune","BST2"
0,4.94847417531224,0.27,0.011,0,"Immune","PRMT9"
0,7.44361428535149,0.26,0.002,0,"Immune","AMICA1"
0,4.36360293916741,0.275,0.019,0,"Immune","CD83"
0,10.2612760400127,0.255,0,0,"Immune","ITGA4"
0,7.10584158639642,0.256,0.002,0,"Immune","PTPN7"
0,4.2105825123159,0.27,0.017,0,"Immune","SPRY1"
0,7.56403766726147,0.255,0.002,0,"Immune","DOK2"
0,7.15181274966657,0.254,0.002,0,"Immune","RASSF5"
0,4.18420620964889,0.266,0.014,0,"Immune","GNAI2"
0,4.58363918141934,0.263,0.012,0,"Immune","SMAP2"
0,8.77009236175014,0.25,0.001,0,"Immune","CD8B"
0,5.10878477509833,0.256,0.007,0,"Immune","ELOVL5"
0,3.92616495479583,0.263,0.016,0,"Immune","CASP4"
0,3.92465909939185,0.256,0.018,0,"Immune","TMEM243"
5.6280134291314e-313,3.74278572577742,0.261,0.02,1.08817639652256e-308,"Immune","CYLD"
9.19202726403541e-311,2.32479127421174,0.526,0.11,1.77727847150125e-306,"Immune","CDC42SE2"
2.68422481278879e-306,3.61538253182204,0.262,0.021,5.18994867552713e-302,"Immune","FGFR1OP2"
9.04070825626927e-306,1.05206465091537,0.972,0.698,1.74802094134966e-301,"Immune","BTG1"
1.34115178950454e-301,3.21492066451193,0.3,0.031,2.59311698500704e-297,"Immune","PHF20"
1.31393078267844e-294,3.50759403725997,0.251,0.02,2.54048516830877e-290,"Immune","PFKFB3"
8.12287304297462e-287,1.16664565554142,0.947,0.579,1.57055750285914e-282,"Immune","PABPC1"
2.02386134779943e-285,2.43554654411774,0.438,0.08,3.91313591597019e-281,"Immune","DHX36"
3.52788466791809e-284,2.30702783179684,0.439,0.078,6.82116500541963e-280,"Immune","IL2RG"
3.559166479099e-284,2.15181989814967,0.544,0.125,6.88164838733792e-280,"Immune","RSL24D1"
2.30513461914421e-280,2.89548588678697,0.352,0.052,4.45697778611533e-276,"Immune","TANK"
6.04218004951565e-279,3.44427269211694,0.265,0.026,1.16825551257385e-274,"Immune","PDCL3"
1.16376282593618e-277,2.52495202675858,0.4,0.067,2.25013542394761e-273,"Immune","STK17A"
1.1164565013117e-276,1.32093290014883,0.917,0.432,2.15866864528618e-272,"Immune","NPM1"
3.7356670555112e-276,3.48070345607863,0.254,0.023,7.22291225183091e-272,"Immune","FAM46C"
5.05084735469204e-276,2.87790536490746,0.331,0.045,9.76581336029706e-272,"Immune","ODF2L"
5.47127975585828e-276,1.55051623163869,0.831,0.339,1.0578719407952e-271,"Immune","CCNI"
5.8974290137058e-274,2.27573639587641,0.478,0.099,1.14026789980002e-269,"Immune","SELT"
1.37814913128016e-273,2.13752317248611,0.536,0.128,2.6646513453302e-269,"Immune","SEPT7"
2.78295992636429e-272,2.48857412319248,0.4,0.068,5.38085301762536e-268,"Immune","SH3BGRL"
7.05083215524827e-271,1.47780912762579,0.85,0.383,1.36327839721725e-266,"Immune","SRSF2"
1.41318547821584e-270,3.33578799279627,0.263,0.026,2.73239412213033e-266,"Immune","MYCBP2"
1.12151063341192e-266,1.9669518907682,0.595,0.162,2.16844080970194e-262,"Immune","KMT2E"
1.5242152484772e-266,2.60984686690815,0.385,0.066,2.94707018293066e-262,"Immune","CKLF"
1.70416580100341e-266,2.73833909508398,0.336,0.049,3.2950045762401e-262,"Immune","ANXA1"
2.35327348972709e-263,1.75888018610992,0.679,0.211,4.55005429238733e-259,"Immune","PNISR"
7.23660284981314e-262,1.62462568132572,0.769,0.29,1.39919716101137e-257,"Immune","CIRBP"
1.79812633986938e-257,1.83861056395931,0.499,0.11,3.47667727813745e-253,"Immune","RARRES3"
2.36427080502443e-257,1.5979224533366,0.759,0.27,4.57131760151473e-253,"Immune","EIF3E"
4.13886459018902e-252,3.25318526553885,0.27,0.032,8.00249468513048e-248,"Immune","TSPYL2"
1.92664106338165e-247,2.57466965335121,0.345,0.056,3.72516049604841e-243,"Immune","ROCK1"
7.51449735615592e-239,2.28201722990396,0.433,0.095,1.45292806381275e-234,"Immune","EML4"
2.12827429920937e-237,2.41327269657817,0.381,0.072,4.11501835752132e-233,"Immune","CHD1"
5.54847776875676e-236,2.82888278696267,0.287,0.039,1.07279817658912e-231,"Immune","ISCA1"
2.08584542331904e-235,2.7944521395418,0.281,0.037,4.03298212598736e-231,"Immune","LPIN1"
1.69086400391848e-233,1.03374719579353,0.97,0.593,3.26928555157639e-229,"Immune","RPL4"
1.96873891335024e-233,1.74919632055827,0.699,0.252,3.80655668896269e-229,"Immune","CD74"
3.04143722269902e-229,2.86524184689256,0.268,0.034,5.88061887008855e-225,"Immune","CCNDBP1"
5.74428926736707e-229,1.96877760073063,0.499,0.125,1.11065832984542e-224,"Immune","C11orf58"
2.23482126117318e-228,2.30626459198236,0.376,0.072,4.32102690847833e-224,"Immune","EID1"
3.37658459689344e-227,2.02871726413829,0.476,0.115,6.52862631809346e-223,"Immune","C6orf48"
5.15963555469687e-224,2.58960018285691,0.311,0.049,9.97615534500639e-220,"Immune","OSTF1"
2.14873506696083e-217,2.89410916664053,0.261,0.035,4.15457925196877e-213,"Immune","CDKN1B"
4.41423577121782e-215,2.55510926743364,0.311,0.052,8.53492486364966e-211,"Immune","GTF3A"
5.62300827602146e-215,2.87433283893567,0.253,0.033,1.08720865016875e-210,"Immune","ARHGEF1"
2.58893328360384e-214,1.87304667267979,0.514,0.141,5.00570250384803e-210,"Immune","VAMP2"
2.815573684419e-214,2.1274193907893,0.398,0.086,5.44391171882414e-210,"Immune","SMCHD1"
1.65949900510329e-210,2.0666899281944,0.453,0.115,3.20864132636722e-206,"Immune","SNHG16"
3.07974388482571e-210,2.92347381606668,0.263,0.038,5.9546848013105e-206,"Immune","BCAS2"
1.20411300136243e-209,2.96582464128516,0.266,0.039,2.32815248813425e-205,"Immune","HLA-DMA"
3.16742829276056e-208,2.00169814988742,0.445,0.109,6.12422260405254e-204,"Immune","CHD2"
5.2236757157185e-206,1.8562103867439,0.537,0.159,1.00999769963417e-201,"Immune","CD99"
8.14036364754996e-206,2.97517926273767,0.257,0.037,1.57393931125379e-201,"Immune","RBPJ"
4.40024401150045e-205,2.32775478286057,0.342,0.066,8.50787179623612e-201,"Immune","PCNP"
1.86718909778443e-204,2.7794141473194,0.262,0.038,3.6102101205662e-200,"Immune","PRDM2"
1.6362098103164e-203,2.4264581555866,0.311,0.055,3.16361166824676e-199,"Immune","SS18L2"
1.43947669593257e-201,2.09947968003212,0.413,0.099,2.78322819158562e-197,"Immune","G3BP2"
7.03409024844136e-201,2.28900421794132,0.351,0.072,1.36004134953614e-196,"Immune","WHSC1L1"
3.91212346104802e-200,2.04761094520853,0.418,0.103,7.56409071193635e-196,"Immune","RPS4Y1"
2.62717795007662e-199,0.929365383507641,0.934,0.584,5.07964856647314e-195,"Immune","HLA-E"
9.51672560105488e-198,1.99330761322967,0.412,0.096,1.84005889496396e-193,"Immune","RHOG"
2.2585402268085e-197,1.55317719431991,0.636,0.217,4.36688752853424e-193,"Immune","TMSB4XP4"
3.32681366254475e-196,2.69753039538483,0.267,0.042,6.43239421653027e-192,"Immune","ORMDL1"
4.21787359099706e-194,2.36883676179897,0.322,0.062,8.15525858819282e-190,"Immune","FLJ31306"
1.34866296395949e-190,2.09733641428205,0.404,0.1,2.60763984081568e-186,"Immune","TMEM123"
8.98765173560749e-190,2.31282260532469,0.32,0.063,1.73776246307971e-185,"Immune","RNF19A"
3.79883032341964e-187,1.95453782774198,0.429,0.11,7.34503843033188e-183,"Immune","HNRNPA1P48"
1.16355524229647e-184,1.96639336023007,0.44,0.122,2.24973406098023e-180,"Immune","VPS37B"
1.15898524831149e-183,1.13119047367334,0.852,0.438,2.24089797761028e-179,"Immune","RPSAP58"
2.61469994058957e-179,2.35280333329886,0.315,0.065,5.05552233512993e-175,"Immune","PTGER4"
3.75569775542601e-177,0.821427372959732,0.956,0.659,7.26164161011619e-173,"Immune","HNRNPA1"
2.04942948014582e-175,1.65033930139404,0.53,0.174,3.96257189986194e-171,"Immune","AKAP13"
5.80772798187832e-175,2.6086296479738,0.25,0.041,1.12292420529617e-170,"Immune","ALG13"
2.40386346894421e-172,1.26743036687795,0.773,0.346,4.64787001720364e-168,"Immune","SUMO2"
1.46075361688758e-169,2.27071261561948,0.29,0.057,2.82436711825214e-165,"Immune","DPP7"
2.87046850223247e-169,2.27159638923306,0.289,0.056,5.55005084906648e-165,"Immune","HBP1"
2.92775772741885e-169,2.28701889907281,0.29,0.057,5.66081956596434e-165,"Immune","METTL9"
5.63345712639119e-168,2.2308137600081,0.295,0.059,1.08922893538774e-163,"Immune","MED10"
8.04603066958568e-168,2.26807366110515,0.287,0.056,1.55570002996439e-163,"Immune","ARPP19"
5.11890095104609e-167,1.70380476983357,0.513,0.173,9.89739498884762e-163,"Immune","LITAF"
7.20273632919058e-163,2.10669633300806,0.318,0.071,1.392649069249e-158,"Immune","MAPK1IP1L"
2.17434940925537e-159,1.94416876944888,0.361,0.091,4.20410458279525e-155,"Immune","MAF1"
4.28752203717152e-159,1.38696172008205,0.624,0.245,8.28992385887112e-155,"Immune","GPBP1"
6.37004066514159e-159,2.20090014911081,0.298,0.064,1.23164736260513e-154,"Immune","BUB3"
1.43699319461989e-158,2.16462745619509,0.298,0.064,2.77842634179755e-154,"Immune","NFKB2"
1.05738431185957e-157,1.53407294189372,0.532,0.184,2.04445256698049e-153,"Immune","RBMX"
2.49937541538922e-156,1.53113790759951,0.524,0.178,4.83254236565506e-152,"Immune","MBNL1"
4.69217315373748e-154,2.10514377210871,0.308,0.07,9.07231679275142e-150,"Immune","PRKAR1A"
2.10313437458619e-149,1.14926790906288,0.77,0.394,4.06641031326239e-145,"Immune","SRSF7"
1.46068002024661e-147,2.1965446209045,0.278,0.059,2.82422481914683e-143,"Immune","NAA50"
1.53654071906069e-147,1.88741224547221,0.339,0.086,2.97090148030385e-143,"Immune","EPC1"
5.77121917228359e-147,1.56267011706493,0.482,0.161,1.11586522696103e-142,"Immune","ANKRD12"
4.89464087505161e-146,1.92483402672621,0.379,0.109,9.46378813191229e-142,"Immune","FAM107B"
2.3398038649802e-145,2.05341436787477,0.31,0.074,4.52401077293922e-141,"Immune","ZC3HAV1"
3.00604147098597e-144,1.78922683966336,0.364,0.099,5.81218118415138e-140,"Immune","SEPT9"
4.33010113515613e-144,2.26223183055999,0.26,0.054,8.37225054482438e-140,"Immune","TIPARP"
6.67942934409081e-142,1.92418696043676,0.351,0.095,1.29146766367996e-137,"Immune","CMTM6"
9.98732615090277e-140,1.90011464276645,0.316,0.079,1.93104951127705e-135,"Immune","RNMT"
5.53297978369686e-136,1.90465375311971,0.319,0.082,1.06980164117779e-131,"Immune","WTAP"
6.81160402938594e-136,2.02201114932535,0.299,0.074,1.31702363908177e-131,"Immune","TNRC6B"
3.06946171683037e-135,1.67764574372204,0.393,0.118,5.93480422949152e-131,"Immune","ARL6IP5"
4.80703534121441e-135,1.29427170343416,0.579,0.226,9.29440283223805e-131,"Immune","N4BP2L2"
3.68668944445229e-133,1.40128529435766,0.511,0.182,7.12821404084849e-129,"Immune","UBE2B"
1.67290848376171e-132,0.568149207525095,0.993,0.799,3.23456855335326e-128,"Immune","RPS20"
1.78339646480219e-132,1.21625864099118,0.673,0.3,3.44819706469503e-128,"Immune","RPL10P3"
3.0916111884317e-132,1.4174500593526,0.512,0.186,5.9776302328327e-128,"Immune","HNRNPA0"
7.45860028846013e-132,0.609185945513524,0.991,0.763,1.44212036577377e-127,"Immune","RPS7"
1.31198721289529e-131,2.0689929922636,0.295,0.074,2.53672727613304e-127,"Immune","SKIL"
8.23868157773465e-131,2.14423998751348,0.25,0.053,1.59294908305499e-126,"Immune","CAMLG"
4.74288406751915e-130,1.27578625201094,0.616,0.25,9.17036634454827e-126,"Immune","EIF3F"
5.92642641804689e-130,1.17709841649842,0.68,0.307,1.14587454792937e-125,"Immune","RP11-51O6.1"
3.542328316298e-128,1.51757442803091,0.428,0.139,6.84909179956219e-124,"Immune","C4orf3"
1.46908434758957e-127,1.27269119345391,0.619,0.271,2.84047458606444e-123,"Immune","ARPC1B"
6.71373259161119e-127,1.68895114315666,0.359,0.105,1.29810019658802e-122,"Immune","RAP1A"
2.10271441129051e-126,0.901505842210015,0.844,0.483,4.0655983142302e-122,"Immune","UBE2Q2P6"
2.82319691721811e-126,1.9741829383506,0.278,0.068,5.45865123944123e-122,"Immune","MBP"
7.62064109330513e-126,0.780473664464979,0.897,0.605,1.47345095539055e-121,"Immune","DDX5"
7.8166821942885e-125,1.37921099946292,0.514,0.19,1.51135550226568e-120,"Immune","TRMT112"
1.50711244922708e-124,1.83882008587862,0.317,0.088,2.91400192058055e-120,"Immune","KDM6B"
6.22976135696505e-124,1.17138229289347,0.612,0.251,1.20452435836919e-119,"Immune","SNHG6"
1.26645108183512e-123,0.509053155654624,0.989,0.851,2.44868316672821e-119,"Immune","RPS25"
1.48840260536152e-123,1.85691598142806,0.303,0.079,2.8778264374665e-119,"Immune","STRAP"
2.48373598063358e-123,1.74845033608836,0.355,0.107,4.80230351855502e-119,"Immune","SLC38A1"
6.58427184958486e-123,0.637346571083971,0.982,0.704,1.27306896211723e-118,"Immune","RPL5"
4.63820731095751e-122,1.38966757067374,0.514,0.195,8.96797383573635e-118,"Immune","EIF3L"
1.2863806095396e-121,1.35107767090083,0.5,0.185,2.48721690854482e-117,"Immune","RBM8A"
2.40687157881546e-121,1.59350027901547,0.386,0.123,4.65368619763969e-117,"Immune","UBE2I"
5.18979654023466e-121,1.74817033942909,0.327,0.093,1.00344716105437e-116,"Immune","MOB1A"
1.80070712230266e-119,1.68074891732091,0.333,0.096,3.48166722097219e-115,"Immune","MATR3"
3.46693445594575e-119,1.2526467506513,0.588,0.244,6.7033177705711e-115,"Immune","EIF3H"
2.06640030755296e-118,1.74159332786553,0.327,0.095,3.99538499465365e-114,"Immune","TCEA1"
3.44560899852308e-118,1.88188003167739,0.28,0.072,6.66208499864437e-114,"Immune","USP15"
2.97071436582998e-117,1.99215939639024,0.253,0.061,5.74387622633228e-113,"Immune","RBM23"
8.08271813042157e-117,0.580455299546813,0.991,0.76,1.56279355051701e-112,"Immune","RPSA"
8.50793224512751e-117,1.94036611663508,0.259,0.063,1.64500869959541e-112,"Immune","TLN1"
1.31045862035791e-116,1.38535624690886,0.482,0.181,2.53377174246202e-112,"Immune","PAPOLA"
2.57596583586189e-116,1.73910554137801,0.304,0.084,4.98062994363896e-112,"Immune","ATRX"
3.77145228746613e-116,1.29748326627619,0.502,0.193,7.29210299781576e-112,"Immune","PRPF38B"
1.09981277236882e-115,1.31138175635854,0.512,0.2,2.12648799537511e-111,"Immune","SF1"
1.1497465707248e-115,2.02071932517187,0.258,0.064,2.2230349944964e-111,"Immune","CTSC"
2.67081637307345e-115,1.35105748026388,0.491,0.182,5.16402345733752e-111,"Immune","RPL7P9"
8.08305495831122e-115,1.86644100739042,0.282,0.074,1.56285867618948e-110,"Immune","EIF2S3"
2.45105371655707e-114,1.96493841716415,0.256,0.063,4.73911236096309e-110,"Immune","PRMT2"
7.06710774923193e-114,1.8475001956589,0.283,0.076,1.36642528331399e-109,"Immune","C9orf78"
8.48221244354829e-114,0.529515610048797,0.993,0.809,1.64003577596006e-109,"Immune","RPL7"
3.97328401675168e-113,1.77115182096299,0.294,0.081,7.68234464638938e-109,"Immune","PAK2"
3.85144010036792e-111,1.72524304704506,0.421,0.166,7.44675943406137e-107,"Immune","HLA-DRB1"
5.5467899188508e-111,1.88530462313796,0.262,0.066,1.0724718308098e-106,"Immune","CTD-2192J16.15"
2.21980222060751e-110,1.43658729103245,0.413,0.145,4.29198759354462e-106,"Immune","SCAF11"
2.28055340039902e-110,1.6792412569865,0.333,0.102,4.4094499996715e-106,"Immune","ISCU"
1.43357146869376e-109,0.728816082578414,0.888,0.571,2.77181043471938e-105,"Immune","GLTSCR2"
3.23248390802454e-109,1.17553425258067,0.596,0.267,6.25000763616544e-105,"Immune","HNRNPDL"
6.9338124864537e-109,1.86328771043232,0.268,0.071,1.34065264425582e-104,"Immune","AKIRIN1"
7.07555363178452e-107,1.5211490487087,0.353,0.114,1.36805829470554e-102,"Immune","JMJD1C"
8.64692734806549e-106,0.542256602234929,0.986,0.775,1.67188340274846e-101,"Immune","RPL6"
1.09320786664231e-105,1.31734555187812,0.454,0.166,2.11371741015291e-101,"Immune","SUMO1"
1.55214515942187e-105,1.38635260642901,0.396,0.136,3.00107266574219e-101,"Immune","PSMB9"
5.05282885097883e-105,0.833235306422536,0.826,0.518,9.76964458336757e-101,"Immune","ARPC2"
5.76282412479729e-105,1.75377624449117,0.279,0.078,1.11424204452956e-100,"Immune","MGEA5"
7.63168731198034e-105,1.37980314795066,0.414,0.15,1.4755867417714e-100,"Immune","BCLAF1"
1.677178602293e-104,1.7499800138683,0.282,0.079,3.24282482753351e-100,"Immune","RELB"
6.88666817713081e-104,1.8713672698279,0.26,0.068,1.33153729204824e-99,"Immune","DNAJB9"
4.65571450683419e-102,1.84740976595412,0.255,0.068,9.0018239989639e-98,"Immune","CD47"
5.31882202678178e-101,1.51786393565911,0.331,0.107,1.02839423887826e-96,"Immune","NKTR"
5.50430975041124e-101,0.67601497064535,0.909,0.58,1.06425829024201e-96,"Immune","RPL17"
5.58854572389614e-101,1.47227498945715,0.339,0.11,1.08054531571532e-96,"Immune","CCDC85B"
6.65829508200704e-101,1.715723746302,0.281,0.081,1.28738135410606e-96,"Immune","GRB2"
2.91112890219332e-100,1.63772892833243,0.309,0.095,5.62866773239079e-96,"Immune","TMEM230"
6.82089904448069e-100,2.10477683364992,0.361,0.144,1.31882083025034e-95,"Immune","HLA-DRA"
7.33434125921742e-99,1.25099499969271,0.485,0.197,1.41809488246969e-94,"Immune","EIF4B"
1.44873624245349e-97,1.80021701193236,0.25,0.068,2.80113152478382e-93,"Immune","ADAR"
2.21711652763142e-97,1.17832837906482,0.565,0.267,4.28679480617534e-93,"Immune","SDCBP"
1.52684683602589e-96,1.48113661422896,0.36,0.126,2.95215835745606e-92,"Immune","ATP6V1F"
3.74758722636178e-95,1.72164213304399,0.274,0.082,7.24595990217051e-91,"Immune","ETF1"
2.12303548560673e-94,0.818137396225183,0.787,0.525,4.10488911142061e-90,"Immune","ZFP36L2"
